_id,slug,title,link,total_price,rent_price,price_per_meter,meter_area,rooms,created_at,Street,City,Province
65150980,apartamenty-talarowa-mieszkanie-3-pok-at-a13-ID4pmKg,Apartamenty Talarowa | mieszkanie 3-pok. | AT-A13,https://www.otodom.pl/pl/ofertaapartamenty-talarowa-mieszkanie-3-pok-at-a13-ID4pmKg,,,,55.78,THREE,2024-02-27 10:04:53,ul. Talarowa,Warszawa,mazowieckie
65159585,mieszkanie-3-pokojowe-praga-poludnie-ID4poZ3,Mieszkanie 3 pokojowe Praga Południe,https://www.otodom.pl/pl/ofertamieszkanie-3-pokojowe-praga-poludnie-ID4poZ3,760000PLN,,13713PLN,55.42,THREE,2024-02-28 22:05:05,,Warszawa,mazowieckie
65058404,3-pokojowe-mieszkanie-44m2-balkon-bez-prowizji-ID4oYF6,3-pokojowe mieszkanie 44m2 + balkon Bez Prowizji,https://www.otodom.pl/pl/oferta3-pokojowe-mieszkanie-44m2-balkon-bez-prowizji-ID4oYF6,853200PLN,,19286PLN,44.24,THREE,2024-02-02 08:42:16,Precyzyjna,Warszawa,mazowieckie
65163655,3-pokoje-kamienica-koneser-ID4pq2H,3 pokoje Kamienica Koneser,https://www.otodom.pl/pl/oferta3-pokoje-kamienica-koneser-ID4pq2H,1680000PLN,1000PLN,17500PLN,96,THREE,2024-02-29 17:48:36,ul. Markowska,Warszawa,mazowieckie
65161944,piekne-mieszkanie-w-kamienicy-na-cele-biznesowe-ID4ppB6,Piękne mieszkanie  w kamienicy na cele biznesowe,https://www.otodom.pl/pl/ofertapiekne-mieszkanie-w-kamienicy-na-cele-biznesowe-ID4ppB6,2150000PLN,1200PLN,25038PLN,85.87,FOUR,2024-02-29 13:16:12,ul. Stanisława Noakowskiego,Warszawa,mazowieckie
65150979,apartamenty-talarowa-mieszkanie-3-pok-at-a46-ID4pmKf,Apartamenty Talarowa | mieszkanie 3-pok. | AT-A46,https://www.otodom.pl/pl/ofertaapartamenty-talarowa-mieszkanie-3-pok-at-a46-ID4pmKf,,,,63.76,THREE,2024-02-27 10:04:52,ul. Talarowa,Warszawa,mazowieckie
65152060,mokotow-2-sypialnie-2-lazienki-design-ac-ID4pn1G,Mokotów | 2 sypialnie | 2 łazienki | Design | AC,https://www.otodom.pl/pl/ofertamokotow-2-sypialnie-2-lazienki-design-ac-ID4pn1G,1880000PLN,1150PLN,20000PLN,94,THREE,2024-02-27 12:58:43,,Warszawa,mazowieckie
65141057,luksusowy-apartament-2-sypialnie-nowa-oferta-ID4pkad,Luksusowy apartament 2 sypialnie Nowa Oferta!,https://www.otodom.pl/pl/ofertaluksusowy-apartament-2-sypialnie-nowa-oferta-ID4pkad,3100000PLN,,22963PLN,135,THREE,2024-02-23 17:25:31,ul. Bielawska,Warszawa,mazowieckie
65156713,swietna-lokalizacja-po-remoncie-bezposrednio-ID4poeJ,"Świetna lokalizacja, po remoncie, BEZPOŚREDNIO",https://www.otodom.pl/pl/ofertaswietna-lokalizacja-po-remoncie-bezposrednio-ID4poeJ,2035110PLN,1800PLN,16500PLN,123.34,THREE,2024-02-28 12:02:50,ul. Belgradzka,Warszawa,mazowieckie
65143477,mieszkanie-51-30-m-warszawa-ID4pkNf,"Mieszkanie, 51,30 m², Warszawa",https://www.otodom.pl/pl/ofertamieszkanie-51-30-m-warszawa-ID4pkNf,849000PLN,,16550PLN,51.3,TWO,2024-02-24 20:35:37,,Warszawa,mazowieckie
65150978,apartamenty-talarowa-mieszkanie-2-pok-at-a41-ID4pmKe,Apartamenty Talarowa | mieszkanie 2-pok. | AT-A41,https://www.otodom.pl/pl/ofertaapartamenty-talarowa-mieszkanie-2-pok-at-a41-ID4pmKe,,,,37.17,TWO,2024-02-27 10:04:52,ul. Talarowa,Warszawa,mazowieckie
65076485,saska-kepa-kamienica-4-pok-i-oddzielne-studio-ID4p3mJ,Saska Kępa | Kamienica | 4 pok. i oddzielne studio,https://www.otodom.pl/pl/ofertasaska-kepa-kamienica-4-pok-i-oddzielne-studio-ID4p3mJ,1890000PLN,1100PLN,17495PLN,108.03,FOUR,2024-02-07 10:36:09,ul. Saska,Warszawa,mazowieckie
65143458,4-pokoje-osobna-kuchnia-balkon-1-pietro-ID4pkMV,"4 pokoje, osobna kuchnia, balkon, 1 piętro",https://www.otodom.pl/pl/oferta4-pokoje-osobna-kuchnia-balkon-1-pietro-ID4pkMV,848000PLN,1050PLN,13902PLN,61,FOUR,2024-02-24 20:23:04,ul. 1 Sierpnia,Warszawa,mazowieckie
65144466,kawalerka-37m-z-duzym-tarasem-27m-metro-ID4pl3c,Kawalerka 37m z dużym tarasem 27m - metro,https://www.otodom.pl/pl/ofertakawalerka-37m-z-duzym-tarasem-27m-metro-ID4pl3c,589000PLN,550PLN,15876PLN,37.1,ONE,2024-02-25 14:15:16,,Warszawa,mazowieckie
65093892,3-pokojowe-mieszkanie-niedaleko-metra-kabaty-ID4p7Tu,3-pokojowe mieszkanie niedaleko metra Kabaty,https://www.otodom.pl/pl/oferta3-pokojowe-mieszkanie-niedaleko-metra-kabaty-ID4p7Tu,1250000PLN,1280PLN,16150PLN,77.4,THREE,2024-02-12 13:17:17,,Warszawa,mazowieckie
65150977,apartamenty-talarowa-mieszkanie-3-pok-at-a18-ID4pmKd,Apartamenty Talarowa | mieszkanie 3-pok. | AT-A18,https://www.otodom.pl/pl/ofertaapartamenty-talarowa-mieszkanie-3-pok-at-a18-ID4pmKd,,,,54.84,THREE,2024-02-27 10:04:52,ul. Talarowa,Warszawa,mazowieckie
65089626,3-pokojowe-przy-stacji-metra-ursynow-ID4p6MG,"3-pokojowe przy stacji metra, Ursynów",https://www.otodom.pl/pl/oferta3-pokojowe-przy-stacji-metra-ursynow-ID4p6MG,885000PLN,1200PLN,16698PLN,53,THREE,2024-02-10 19:45:51,ul. Meander,Warszawa,mazowieckie
65054455,4-pokojowe-mieszkanie-90m2-balkon-ID4oXDp,4-pokojowe mieszkanie 90m2 + balkon,https://www.otodom.pl/pl/oferta4-pokojowe-mieszkanie-90m2-balkon-ID4oXDp,,,,90.45,FOUR,2024-02-01 11:53:07,ul. Chodakowska,Warszawa,mazowieckie
65106295,3-pokojowe-mieszkanie-64m2-2-ogrodki-ID4pb7x,3-pokojowe mieszkanie 64m2 + 2 ogródki,https://www.otodom.pl/pl/oferta3-pokojowe-mieszkanie-64m2-2-ogrodki-ID4pb7x,1038000PLN,,16118PLN,64.4,THREE,2024-02-15 10:32:00,ul. Sokratesa,Warszawa,mazowieckie
65124992,4-pokojowe-mieszkanie-59m2-balkon-bez-prowizji-ID4pfZ6,4-pokojowe mieszkanie 59m2 + balkon Bez Prowizji,https://www.otodom.pl/pl/oferta4-pokojowe-mieszkanie-59m2-balkon-bez-prowizji-ID4pfZ6,,,,59.9,FOUR,2024-02-20 11:25:21,ul. Posag 7 Panien,Warszawa,mazowieckie
65140925,miejsce-garazowe-w-cenie-2-pokoje-balkon-mokotow-ID4pk85,"Miejsce garażowe w cenie! 2 pokoje, balkon,Mokotów",https://www.otodom.pl/pl/ofertamiejsce-garazowe-w-cenie-2-pokoje-balkon-mokotow-ID4pk85,820000PLN,800PLN,16296PLN,50.32,TWO,2024-02-23 16:51:16,ul. Bluszczańska,Warszawa,mazowieckie
65150976,apartamenty-talarowa-mieszkanie-3-pok-at-a12-ID4pmKc,Apartamenty Talarowa | mieszkanie 3-pok. | AT-A12,https://www.otodom.pl/pl/ofertaapartamenty-talarowa-mieszkanie-3-pok-at-a12-ID4pmKc,,,,46.25,THREE,2024-02-27 10:04:52,ul. Talarowa,Warszawa,mazowieckie
65120656,2-pokojowe-mieszkanie-38m2-ogrodek-bezposrednio-ID4peRa,2-pokojowe mieszkanie 38m2 + ogródek Bezpośrednio,https://www.otodom.pl/pl/oferta2-pokojowe-mieszkanie-38m2-ogrodek-bezposrednio-ID4peRa,702000PLN,,18168PLN,38.64,TWO,2024-02-19 12:49:57,ul. Sokratesa,Warszawa,mazowieckie
65071885,nowe-ostatnie-2pokojowe-gotowe-do-odbioru-bez-pcc-ID4p2ax,Nowe ostatnie 2pokojowe Gotowe do odbioru BEZ PCC,https://www.otodom.pl/pl/ofertanowe-ostatnie-2pokojowe-gotowe-do-odbioru-bez-pcc-ID4p2ax,640000PLN,470PLN,13477PLN,47.49,TWO,2024-02-06 10:50:00,ul. Duninów,Warszawa,mazowieckie
65054508,1-pokojowe-mieszkanie-28m2-balkon-bez-prowizji-ID4oXEg,1-pokojowe mieszkanie 28m2 + balkon Bez Prowizji,https://www.otodom.pl/pl/oferta1-pokojowe-mieszkanie-28m2-balkon-bez-prowizji-ID4oXEg,399372PLN,,13800PLN,28.94,ONE,2024-02-01 11:56:58,ul. Mochtyńska,Warszawa,mazowieckie
